pressure_survival,geometry_reversal,dummy_suppression,thermal_lag_score,resonance_alignment,cable_sensitivity,repeatability,snr,phase_promptness,true_class,experiment_id,posterior_EHD_plasma,posterior_thermal,posterior_lorentz_RF_cable,posterior_mechanical_vibration,posterior_mixed_artifact,posterior_residual_candidate,posterior_null,predicted_class,posterior_max,flag_residual_candidate_p50,flag_residual_candidate_p80,flag_residual_candidate_p95
0.11726827886405927,-0.18115256882703368,0.10512477716925367,0.03525488797444484,0.213170228505762,0.18251848591445438,0.4636604237238039,10.611518045000752,0.7659262647235113,EHD_plasma,0,0.9955942867497705,1.2938218732716625e-38,9.585865756803212e-18,3.670949226429138e-05,0.004369003757965305,8.078900821115454e-86,1.854763884784127e-54,EHD_plasma,0.9955942867497705,False,False,False
0.04557969247128965,0.1307889832055196,0.6843968077393568,0.14343456431137547,0.4854983992925191,0.2622401430544714,0.3638473216584439,13.288365854014309,0.5097050372016808,EHD_plasma,1,0.9975965964489785,1.4284549705895896e-37,2.1414197230637195e-19,1.218921342174872e-07,0.002403281658887501,4.331129845166473e-62,4.29914773325913e-89,EHD_plasma,0.9975965964489785,False,False,False
0.014925917741043425,0.1127505378325197,0.6296849222712544,0.24996806379254338,0.14725238521942646,0.31703671704665504,0.6749771167259608,8.93091717251244,0.8385343646252429,EHD_plasma,2,0.9993137264159276,3.245123137468799e-35,6.0763854244574075e-18,1.2805932802304122e-07,0.0006861455247443067,6.255797075242918e-59,8.758625733246853e-39,EHD_plasma,0.9993137264159276,False,False,False
0.057015151341646336,-0.0026625032902606047,0.024136381806931062,0.4612932438034607,0.14080843436973844,0.38508052173964147,0.5295536626306915,5.639616980513814,0.562706769135719,EHD_plasma,3,0.8948960142912175,3.2902613989632407e-17,4.5347712666755104e-13,1.1167132951908534e-05,0.10509281857517204,1.4719452738939414e-98,2.0512263499276088e-13,EHD_plasma,0.8948960142912175,False,False,False
0.047489520121483976,-0.0338119082680556,0.9229110167724393,0.4636206392419766,0.7980827398049347,0.3694712728132853,0.6096173497214717,9.086144290838197,0.9985432721277749,EHD_plasma,4,0.9486352361049638,1.4507916116209611e-34,1.3703623165868198e-15,8.749732279544835e-07,0.05136388892180671,5.464198721783763e-53,2.76161027022438e-40,EHD_plasma,0.9486352361049638,False,False,False
0.11686982044868527,0.6087235671753565,0.3102777247359456,0.1914385955993215,0.05826987495020369,0.11253848589663865,0.7295559924824941,14.459813914113258,0.5432769945551057,EHD_plasma,5,0.9954400279881475,5.979210568224152e-29,2.9594063887445516e-21,1.3237420691691723e-06,0.004558648269783275,3.0469700307495785e-55,3.304819540366602e-108,EHD_plasma,0.9954400279881475,False,False,False
0.0,0.24235199202181074,0.837452414551726,0.0,0.31321224605925646,0.3267162415976498,0.47591225592645003,13.26996434386824,0.36731756476475413,EHD_plasma,6,0.9981261451672225,8.114918415208939e-47,2.4946486588845098e-20,8.644503692628348e-09,0.0018738461882739257,3.5629323325296225e-63,2.152182833849481e-88,EHD_plasma,0.9981261451672225,False,False,False
0.02244837793525214,0.044680851511416576,0.3527887364474417,0.1567936019477279,0.34269719952661964,0.0686483160158535,0.5532504555861464,13.500413707917408,0.7294332480559867,EHD_plasma,7,0.9993920732812742,9.254257372569196e-36,1.91067754630777e-23,9.470212200476959e-08,0.000607832016603704,9.692428836677326e-66,2.718770382207699e-93,EHD_plasma,0.9993920732812742,False,False,False
0.0,0.0980782285792033,0.7201105821556787,0.15381292228924653,0.24397231755855758,0.0,0.5953454622318526,11.439446208547515,0.661510443122005,EHD_plasma,8,0.9997150791059111,3.228162128247663e-39,1.4459065190934457e-28,2.715257756254612e-08,0.0002848937415115034,8.62070126345178e-57,4.349047723244187e-65,EHD_plasma,0.9997150791059111,False,False,False
0.05198901133550991,-0.12573866281096274,0.7223947599505692,0.0,0.6085617904334214,0.2142494715663992,0.5215728222849051,7.042949411128017,0.45766253131421086,EHD_plasma,9,0.9960002401616064,1.500367358662795e-43,1.422766098952762e-19,2.123103862158672e-06,0.003997636734531397,2.456623657633568e-61,2.0025354554980512e-22,EHD_plasma,0.9960002401616064,False,False,False
